user_id,session_id,timestamp,session_length,messages_sent,feedback_rating,resources_clicked
73d11f2f-56f9-437f-b720-bd5c2293c3a6,caa70dce-7c17-44d3-8afb-c773f2a015ac,2024-06-06 09:47:44.600128,107,30,4,3
704f6569-7263-4490-9eda-ae15a8a8c94c,d3f58575-5133-4f50-81b9-d40d10a2cc24,2024-10-12 15:28:14.926310,56,15,4,1
75c93e70-8082-484b-a0b6-4ea590bddcb0,3943c73b-8652-4059-8bdc-01915c252841,2024-07-01 21:30:38.935476,97,27,3,1
623dfbbc-a001-43d2-8ff2-8dba1a9f3642,45d45552-5852-426c-b7bb-c372d93a742d,2024-10-03 23:27:47.556656,19,34,4,2
2f690ff2-f2cb-46e9-912e-8b04bfa292a1,2138d00d-f7d4-49c7-91aa-ac51a40e3508,2024-04-16 06:50:33.720596,111,38,3,0
264c18df-cf41-49fd-9bd9-9f17b9e68549,f47d46ec-a26c-4024-9415-262d8316cd3f,2024-08-31 23:34:27.429215,76,33,4,4
159c0665-af87-480f-b073-c36c031f5ac6,ca41f4c2-98f2-4819-a449-88ca3a1c0b26,2024-09-08 01:35:41.587595,65,24,4,3
9e817dc4-0055-42ce-8c36-511fd3ec8a6e,8e4fa671-9bc3-498a-bb1a-58ffb3344575,2024-09-29 02:39:27.729580,25,15,1,1
48133715-836b-4832-a942-66297dbd8dd7,5ecf0fab-3ca7-43ab-b111-e3b4404feb35,2024-02-17 01:41:54.583388,128,39,5,0
9e728e3f-f11e-428b-a6f8-d447bf8b7056,5e42c22a-203d-459b-aa3f-e47576511b3b,2024-01-16 04:46:32.293158,104,54,5,2
826862c1-3e22-4c66-8be3-25be40a02ee5,14fb6c92-75a2-4638-8dae-d5f730b0ded1,2024-08-21 18:28:31.725956,91,25,6,1
26cc4b4f-fe7d-4502-aa0c-e72bb558e5ac,18950842-fe52-4a0c-b1af-5cec9929320f,2024-10-20 01:30:25.479236,79,5,5,2
0ecda11a-0ead-4294-a788-6a291d92b9e5,4e610188-9f9f-4145-b8a4-315813afb0b9,2024-11-10 14:22:00.084981,79,29,5,3
3b084f1a-428a-4c81-b313-a0dd1080bacd,4aced907-7a29-48ea-a32d-98e229957059,2024-09-14 17:20:40.338609,92,4,4,4
7de5c5d8-9698-45da-8c6c-f24c3319f908,d709611b-c2fa-4748-acda-07e0167b4240,2024-08-24 15:20:47.456774,104,10,5,1
e323c963-f318-4040-a110-eba7c5ec9777,edca0dfe-0084-464a-9b77-c966ca1dfa73,2024-01-15 12:58:06.513556,129,22,4,1
5d6ee8d9-45b2-4089-a2d1-eda0f269fea6,bc7d3d37-5a5a-4353-a7e7-791a1dcad351,2024-07-30 16:12:18.176819,28,10,1,3
26c6bfab-f810-48f0-8e4a-774283f4f4db,5520e26f-a24b-45f7-873a-0e1b7715cc15,2024-12-14 17:40:39.178972,8,22,5,0
17571dfb-e204-4d62-9b37-71eead05355a,fb6f5ca2-9863-471a-8009-6d05b01c27ab,2024-03-21 04:22:25.555232,26,20,4,4
9ca40bca-6062-41f9-a592-0c34f417d8fa,dba6de5a-29d0-4b9d-aa77-a9142034367f,2024-06-14 08:16:41.069334,57,24,3,1
9d40f18f-2833-4efa-84f6-0fe6dc345e6a,33fc86d0-f38b-4ed5-a4fb-e50e8493b397,2024-10-18 12:27:49.942999,6,5,1,4
78493011-60bd-4f5c-9e42-a7c73b77e229,d44ac02d-a202-467c-af25-a86f1f1d417f,2024-02-28 01:07:02.583461,110,44,3,1
fa249e68-37c7-4ebe-a92a-8003409001db,3b3f8997-8039-42aa-8c66-e8f38beaf06b,2024-11-28 18:42:22.611970,112,6,5,4
17697830-9bfe-4340-82fa-db91f06d1924,ef5f3101-5996-4dd2-b217-d6caed18737f,2025-01-04 06:13:32.115686,40,3,2,3
8f0b3165-2eac-4eda-8db0-988921ccd2ee,e5e91a3d-613e-403f-98a3-39adf1531e32,2024-12-27 16:08:25.902177,50,16,5,1
736619ad-0cdb-4026-ab59-f8f0c2019635,1b0adacb-b32d-4449-a525-ec872cc764c3,2024-11-14 03:56:44.942951,6,43,3,4
0f9f308d-ed00-415c-a3bd-19a866cb7065,2c28168d-e1c5-4699-9b5a-3e13a6a10831,2024-06-11 12:47:44.178993,68,43,1,0
e629ddb6-467e-4a6c-a0ff-e04c72ace0f0,76bd41bb-fc47-4aaf-bf00-2198682dfc70,2024-03-11 03:50:35.351612,64,48,1,2
18c1b036-9166-4aa7-a2de-7aacc990bdca,23007726-5867-40ff-a94b-f300b96c1ab4,2024-09-09 19:40:31.260159,25,11,4,2
5e1bf4a0-cb80-434a-b52f-0af97fb2f7f4,3065ee23-956b-4f87-8722-f19f3b17480e,2024-03-31 23:23:40.309453,37,47,2,0
b2c29c67-cc68-4e54-a546-acc51440cfbc,600182f0-748e-446d-9644-f9b003952220,2024-07-23 18:45:36.962619,80,34,6,6
1d7500ef-8b35-4aae-87f1-0c153e83fd33,133616e1-9ae3-430c-9c95-4cb8a9e3666f,2024-07-03 05:41:29.901885,62,16,4,3
d745ed77-22dc-4d58-a8f1-772465fbb04d,7f08755d-ac99-400d-ac5e-1f4f1d5ca9d8,2024-01-31 19:31:36.503817,31,40,4,0
3d318577-9bb0-47a5-abf7-e3f621ff4b7a,ef4375cd-091b-496b-842e-7d86977cb677,2024-05-27 07:20:09.853811,112,11,2,4
7aea6ca8-f6d1-4adf-817c-647839d9198a,cbe910b8-b553-4ead-aa96-87563eb9f32d,2024-12-24 18:05:57.919380,111,20,1,0
854ac136-6fad-425a-93d4-3ee39280fa5f,7d2f08ea-cbe7-4dce-a588-0944c4c6e1a2,2024-01-14 22:59:57.282497,63,10,5,0
4bc127e5-aeb6-43f7-8d0c-6ba45c987308,7830c156-e516-4415-941c-337c6e45334c,2024-05-24 00:31:42.475129,95,4,5,1
9085fff4-912e-4da8-92f1-7a36d241a940,863afea9-a4df-47f6-b3e0-29b5f34e4c02,2024-06-03 07:22:58.907634,63,40,4,4
a079e625-13e4-4df6-8ac4-9a68f90da617,ee1a4c69-05d8-4061-bd03-f49cd8e55478,2024-12-25 23:24:14.440621,55,5,3,3
0a8140ec-2c25-4053-a589-c1cc5c0d68b1,f0538073-80cd-4779-a325-25f09f8bb7a6,2024-08-29 00:10:19.822803,96,37,6,1
32458087-5e8a-4001-95cc-fe2d99c82549,d4e9d697-3e82-41da-8b2b-c79def3f1d48,2024-05-06 00:06:46.930752,64,3,3,0
4ec657f9-828e-4d2f-afe4-c8ea07af1131,9862801a-4c0e-4b9c-9f85-a10b599baefb,2024-05-17 02:09:43.475014,84,32,5,0
b024ecb1-0f2e-44d0-8934-05e1fd424fc6,eac2869e-894a-42a4-9620-5cf2ec8ec7e1,2024-06-26 13:22:43.276899,19,3,4,0
001575dd-6eb3-4302-9baf-8365607f523b,45423db2-c2e3-4482-b231-ca02c4514511,2024-05-16 21:33:58.729456,66,27,5,4
d1782a80-c2a9-4fd7-bc73-821d383da380,237d1dd4-8dc3-4bcc-97c5-77ae568fd1b7,2024-08-25 07:24:47.495047,66,29,5,4
9829f14e-984f-40c3-a128-35a3157431ec,55303dfe-c6a3-4e4d-9d3b-620ee96254c8,2024-10-14 05:57:30.458735,51,32,2,1
6c45cbb1-7f6e-4b2b-abee-22d4f6716d93,34bdf49f-00fc-451f-9f91-c77dcd399f10,2024-02-29 22:34:30.979388,79,24,4,3
7a9f4ac8-b57c-4c97-82e1-7fcecd176c15,d89d9b03-6ca3-41fc-905e-c00b9a3ec28f,2024-03-07 10:00:13.581530,55,21,4,1
5e900555-b087-4805-864b-46ac4c05e56c,53e27305-0cef-4c7e-9e6d-f47240d981e6,2024-07-24 09:30:31.053852,112,5,2,2
394e0f26-e465-4cae-be66-4a52f3975099,8a6ac060-bed4-49f6-96bc-15d24a7548ae,2024-05-16 05:00:25.299043,59,18,1,0
e885ccb4-3f49-4a9e-9af5-7a54b5728b97,b8df28b6-ac3b-4a7f-ab78-18260f7d0a13,2024-12-25 04:54:28.536481,81,36,4,0
12d73482-afd2-4dd4-a504-44b45094583f,9f0b975d-7d63-4db3-8333-8e4000d7434d,2024-08-23 09:21:46.602930,7,42,4,0
48ab9cc2-c367-4734-85ac-c95aa885f986,00e9884e-5876-4cc0-8e63-c40544778dd7,2024-01-29 07:19:09.928729,126,28,5,1
75a89e7a-64f6-4556-8ecd-75f0ed410864,4ea17138-1ee2-47b8-ab3d-6d782f6ac5b1,2024-11-27 10:35:11.729910,55,21,1,1
680509c3-986b-4876-b97c-b4eed86f4475,deb4bd99-675f-4c94-a354-bb19c2e54c8b,2024-12-15 08:21:50.639648,13,10,1,0
21a9dcb6-227f-4138-be36-fd59d409e3c4,08143cfe-05cc-43ea-b208-3adea1dd9ec6,2024-03-17 08:03:26.955960,25,1,4,1
ae99f8b2-de21-4ce9-afb6-8b770eec45c2,facfe68b-8dee-4c81-9f80-8147816d678a,2024-07-13 09:30:40.801218,77,5,5,4
62da61d6-adca-41b0-92f5-efa75fdd2d4d,68732e2a-5361-44e1-b100-8b329c5c0910,2024-12-02 20:40:46.106178,51,53,5,4
bd4cdd31-a226-4735-aaad-a309ab4f4443,0c9bd775-65ad-4e25-bc4b-2a1c55f5a790,2025-01-04 09:31:38.775879,26,15,2,1
578d81e4-4d07-4f15-995f-8f6525ca7a4e,a33ed4b4-f178-4479-8937-e5da03db33e9,2024-07-13 19:26:46.271199,8,39,3,0
2051a145-7458-460f-b1e6-77f69546614b,c3a9854e-cde0-44bd-93b7-b4566cc6b06a,2024-12-17 09:34:42.458902,111,59,5,1
1caac8df-79f5-4882-bede-d15783ddbf01,06db6183-2533-418c-a85b-781fa8e40431,2024-04-03 17:46:52.022345,64,34,1,1
5038a3c8-abff-4f53-a8f2-47001021f787,fdb8ff19-a04b-4327-8099-f77d8d30e90c,2024-03-25 14:25:30.401503,18,49,5,1
3eb7dec8-47f9-4790-9825-33275de07f50,c8997178-c439-4475-bdc0-a610572e4115,2024-06-05 15:54:08.704056,118,21,3,3
13351a25-8991-41d6-a163-6d5a21eb5584,68830bc9-0808-49e3-9c6d-699c06770494,2024-06-28 03:54:51.474697,13,26,2,4
e6c61d9e-7556-4236-8472-cf547a05118f,0127b476-7050-4721-876b-35ce2d53da84,2024-09-28 11:36:50.516828,94,45,4,3
21144366-feee-48ac-94db-5e301a9f73cf,d3d066e0-8e0d-4021-8bb5-a9a25d3114d7,2024-05-18 11:55:17.967381,57,40,6,4
64b4f784-4cbe-4a97-88dc-04d1fe3444f7,c93dd087-eade-4476-9671-d397df6d4dec,2024-07-06 18:40:53.559040,6,13,1,3
1d3ac614-91ea-4ae9-be64-5777d1e6cb2e,c35e379a-5879-42ec-b28e-7e83ba100578,2024-03-26 08:09:11.764789,88,26,1,1
68669e04-1c73-45da-a712-94ffe16f8fc6,f2ccb719-d0cf-45d2-822a-8c85730fe4e7,2024-05-30 00:23:19.254848,96,47,5,2
9d8819cb-8f6a-4f29-8fa9-f37599ed8ec6,f2ebac86-1f34-451d-92d3-4f0c501ca01b,2024-11-04 23:44:56.700168,115,33,2,3
1f725127-7cd9-4dc1-a374-315aeb0a6061,4e892b13-2e30-4f69-941c-0178eeee2733,2024-04-17 19:17:23.610945,64,47,3,0
e79196f3-6bd7-4128-8a02-7859e54d94f3,a960b8c0-eb6d-4552-8ff6-5c664efc945f,2024-12-05 15:50:43.323189,90,39,4,4
46712ae0-991d-4f5d-b5f0-6cb4afeda70c,c5158a05-3122-4912-bad9-9239ca884ffd,2024-10-18 18:14:40.063757,48,43,2,3
7f84c3d0-14ed-4047-89ea-dd770fb0054e,366d2feb-1c46-4f2a-9ace-ebaf08808289,2024-02-15 02:53:33.937545,14,62,1,1
27932057-5b4a-4e17-9c8a-6a8d028c9803,34dd7443-b454-4ae0-a42f-6fc271686809,2024-08-06 07:22:51.111758,51,17,5,3
1f92af51-786e-450d-8b4f-8899c6901446,b7615395-500e-45ab-b040-d15a83ff8d67,2024-07-22 20:14:46.744901,39,39,1,4
42e84c4b-7311-4747-9303-8db3b92eb6e4,0e5c183e-0a49-4bc1-af6c-efd2ddf8c070,2024-10-23 15:26:26.362173,82,36,5,4
